# Adobe-Japan1 IVSes
3402 E0100; Adobe-Japan1;CID+2454
5B8E E0100; Adobe-Japan1;CID+15492
5B8F E0100; Adobe-Japan1;CID+15494
5B90 E0100; Adobe-Japan1;CID+15496
5B91 E0100; Adobe-Japan1;CID+15499
5B93 E0100; Adobe-Japan1;CID+15502
5B94 E0100; Adobe-Japan1;CID+15504
5B95 E0100; Adobe-Japan1;CID+15506
5B96 E0100; Adobe-Japan1;CID+15508
5B97 E0100; Adobe-Japan1;CID+15510
5B98 E0100; Adobe-Japan1;CID+15513
5B99 E0100; Adobe-Japan1;CID+15515
5B9A E0100; Adobe-Japan1;CID+15517
5B9B E0100; Adobe-Japan1;CID+15519
5B9C E0100; Adobe-Japan1;CID+15522
5B9D E0100; Adobe-Japan1;CID+15524
5B9F E0100; Adobe-Japan1;CID+15527
5BA2 E0100; Adobe-Japan1;CID+15531
5BA3 E0100; Adobe-Japan1;CID+15533
5BA4 E0100; Adobe-Japan1;CID+15535
5BA5 E0100; Adobe-Japan1;CID+15537
5BA6 E0100; Adobe-Japan1;CID+15540
5BA8 E0100; Adobe-Japan1;CID+15543
5BA9 E0100; Adobe-Japan1;CID+15545
5BAC E0100; Adobe-Japan1;CID+15549
5BAD E0100; Adobe-Japan1;CID+15552
5BAE E0100; Adobe-Japan1;CID+15554
5BAF E0100; Adobe-Japan1;CID+15556
5BB0 E0100; Adobe-Japan1;CID+15558
5BB1 E0100; Adobe-Japan1;CID+15560
5BB2 E0100; Adobe-Japan1;CID+15562
5BB3 E0100; Adobe-Japan1;CID+15564
5BB3 E0101; Adobe-Japan1;CID+62240
5BB3 E0102; Adobe-Japan1;CID+62241
5BB3 E0103; Adobe-Japan1;CID+62242
5BB4 E0100; Adobe-Japan1;CID+15568
5BB5 E0100; Adobe-Japan1;CID+15571
5BB5 E0101; Adobe-Japan1;CID+62243
5BB6 E0100; Adobe-Japan1;CID+15574
5BB7 E0100; Adobe-Japan1;CID+15576
5BB8 E0100; Adobe-Japan1;CID+15578
5BB9 E0100; Adobe-Japan1;CID+15581
5BBA E0100; Adobe-Japan1;CID+15583
5BBC E0100; Adobe-Japan1;CID+15586
5BBF E0100; Adobe-Japan1;CID+15590
5BC0 E0100; Adobe-Japan1;CID+15592
5BC1 E0100; Adobe-Japan1;CID+15594
5BC2 E0100; Adobe-Japan1;CID+15596
5BC3 E0100; Adobe-Japan1;CID+15598
5BC3 E0101; Adobe-Japan1;CID+61832
5BC4 E0100; Adobe-Japan1;CID+15600
5BC5 E0100; Adobe-Japan1;CID+15602
5BC6 E0100; Adobe-Japan1;CID+15604
5BC7 E0100; Adobe-Japan1;CID+15606
5BC9 E0100; Adobe-Japan1;CID+15609
5BCC E0100; Adobe-Japan1;CID+15613
5BCD E0100; Adobe-Japan1;CID+15615
5BCE E0100; Adobe-Japan1;CID+15617
5BCF E0100; Adobe-Japan1;CID+15619
5BD0 E0100; Adobe-Japan1;CID+15621
5BD2 E0100; Adobe-Japan1;CID+15626
5BD2 E0101; Adobe-Japan1;CID+62244
5BD3 E0100; Adobe-Japan1;CID+15628
5BD4 E0100; Adobe-Japan1;CID+15631
5BD6 E0100; Adobe-Japan1;CID+15634
5BD7 E0100; Adobe-Japan1;CID+15637
5BD8 E0100; Adobe-Japan1;CID+15639
5BD9 E0100; Adobe-Japan1;CID+15642
5BDA E0100; Adobe-Japan1;CID+15645
5BDB E0100; Adobe-Japan1;CID+15647
5BDB E0101; Adobe-Japan1;CID+62245
5BDD E0100; Adobe-Japan1;CID+15650
5BDE E0100; Adobe-Japan1;CID+15652
5BDF E0100; Adobe-Japan1;CID+15655
5BE0 E0100; Adobe-Japan1;CID+15658
5BE1 E0100; Adobe-Japan1;CID+15662
5BE2 E0100; Adobe-Japan1;CID+15664
5BE4 E0100; Adobe-Japan1;CID+15668
5BE5 E0100; Adobe-Japan1;CID+15671
5BE6 E0100; Adobe-Japan1;CID+15674
5BE7 E0100; Adobe-Japan1;CID+62246
5BE7 E0101; Adobe-Japan1;CID+15676
5BE8 E0100; Adobe-Japan1;CID+15678
5BE8 E0101; Adobe-Japan1;CID+62247
5BE9 E0100; Adobe-Japan1;CID+15682
5BEB E0100; Adobe-Japan1;CID+15687
5BEC E0100; Adobe-Japan1;CID+15689
5BEE E0100; Adobe-Japan1;CID+15694
5BEF E0100; Adobe-Japan1;CID+15696
5BF0 E0100; Adobe-Japan1;CID+15698
5BF1 E0100; Adobe-Japan1;CID+15700
5BF3 E0100; Adobe-Japan1;CID+15705
5BF4 E0100; Adobe-Japan1;CID+15707
5BF5 E0100; Adobe-Japan1;CID+15709
5BF6 E0100; Adobe-Japan1;CID+15712
5BF8 E0100; Adobe-Japan1;CID+15715
5BFA E0100; Adobe-Japan1;CID+15717
5BFD E0100; Adobe-Japan1;CID+15722
5BFE E0100; Adobe-Japan1;CID+15724
5BFF E0100; Adobe-Japan1;CID+15726
5C01 E0100; Adobe-Japan1;CID+15729
5C02 E0100; Adobe-Japan1;CID+15730
5C03 E0100; Adobe-Japan1;CID+15731
5C04 E0100; Adobe-Japan1;CID+15733
5C05 E0100; Adobe-Japan1;CID+15735
5C06 E0100; Adobe-Japan1;CID+61833
5C06 E0101; Adobe-Japan1;CID+15736
5C07 E0100; Adobe-Japan1;CID+15738
5C08 E0100; Adobe-Japan1;CID+15741
5C09 E0100; Adobe-Japan1;CID+15742
5C0A E0100; Adobe-Japan1;CID+15744
5C0A E0101; Adobe-Japan1;CID+62248
5C0A E0102; Adobe-Japan1;CID+62249
5C0B E0100; Adobe-Japan1;CID+15746
5C0B E0101; Adobe-Japan1;CID+62250
5C0C E0100; Adobe-Japan1;CID+15747
5C0D E0100; Adobe-Japan1;CID+15748
5C0E E0100; Adobe-Japan1;CID+15750
5C0E E0101; Adobe-Japan1;CID+62251
5C0F E0100; Adobe-Japan1;CID+15753
5C0F E0101; Adobe-Japan1;CID+1363
5C0F E0102; Adobe-Japan1;CID+61813
5C11 E0100; Adobe-Japan1;CID+15757
5C12 E0100; Adobe-Japan1;CID+15759
5C13 E0100; Adobe-Japan1;CID+15761
5C14 E0100; Adobe-Japan1;CID+15763
5C16 E0100; Adobe-Japan1;CID+15765
5C17 E0100; Adobe-Japan1;CID+15767
5C19 E0100; Adobe-Japan1;CID+15769
5C1A E0100; Adobe-Japan1;CID+15770
5C1E E0100; Adobe-Japan1;CID+15775
5C1F E0100; Adobe-Japan1;CID+15776
5C20 E0100; Adobe-Japan1;CID+15778
5C22 E0100; Adobe-Japan1;CID+15782
5C23 E0100; Adobe-Japan1;CID+15783
5C24 E0100; Adobe-Japan1;CID+15784
5C26 E0100; Adobe-Japan1;CID+15786
5C28 E0100; Adobe-Japan1;CID+15789
5C28 E0101; Adobe-Japan1;CID+62252
5C29 E0100; Adobe-Japan1;CID+15791
5C2A E0100; Adobe-Japan1;CID+15792
5C2B E0100; Adobe-Japan1;CID+15793
5C2C E0100; Adobe-Japan1;CID+15794
5C2D E0100; Adobe-Japan1;CID+15796
5C2E E0100; Adobe-Japan1;CID+15797
5C30 E0100; Adobe-Japan1;CID+15799
5C31 E0100; Adobe-Japan1;CID+15801
5C32 E0100; Adobe-Japan1;CID+15803
5C35 E0100; Adobe-Japan1;CID+15809
5C36 E0100; Adobe-Japan1;CID+15811
5C38 E0100; Adobe-Japan1;CID+15814
5C39 E0100; Adobe-Japan1;CID+15816
5C3A E0100; Adobe-Japan1;CID+15817
5C3B E0100; Adobe-Japan1;CID+15818
5C3C E0100; Adobe-Japan1;CID+15819
5C3D E0100; Adobe-Japan1;CID+15821
5C3E E0100; Adobe-Japan1;CID+15822
5C3F E0100; Adobe-Japan1;CID+15823
5C40 E0100; Adobe-Japan1;CID+15824
5C41 E0100; Adobe-Japan1;CID+15825
5C45 E0100; Adobe-Japan1;CID+15832
5C46 E0100; Adobe-Japan1;CID+15834
5C48 E0100; Adobe-Japan1;CID+15837
5C4A E0100; Adobe-Japan1;CID+15840
5C4B E0100; Adobe-Japan1;CID+15841
5C4D E0100; Adobe-Japan1;CID+15844
5C4E E0100; Adobe-Japan1;CID+15847
5C4F E0100; Adobe-Japan1;CID+15849
5C50 E0100; Adobe-Japan1;CID+15851
5C51 E0100; Adobe-Japan1;CID+61929
5C51 E0101; Adobe-Japan1;CID+15852
5C53 E0100; Adobe-Japan1;CID+15856
5C55 E0100; Adobe-Japan1;CID+15859
5C59 E0100; Adobe-Japan1;CID+15864
5C5A E0100; Adobe-Japan1;CID+15865
5C5B E0100; Adobe-Japan1;CID+15866
5C5C E0100; Adobe-Japan1;CID+15867
5C5E E0100; Adobe-Japan1;CID+15871
5C5F E0100; Adobe-Japan1;CID+15873
5C60 E0100; Adobe-Japan1;CID+61930
5C60 E0101; Adobe-Japan1;CID+15874
5C61 E0100; Adobe-Japan1;CID+15875
5C62 E0100; Adobe-Japan1;CID+15877
5C63 E0100; Adobe-Japan1;CID+15881
5C64 E0100; Adobe-Japan1;CID+15882
5C64 E0101; Adobe-Japan1;CID+58931
5C65 E0100; Adobe-Japan1;CID+15885
5C67 E0100; Adobe-Japan1;CID+15889
5C68 E0100; Adobe-Japan1;CID+15891
5C69 E0100; Adobe-Japan1;CID+15895
5C6C E0100; Adobe-Japan1;CID+15898
5C6D E0100; Adobe-Japan1;CID+15900
5C6E E0100; Adobe-Japan1;CID+58932
5C6E E0101; Adobe-Japan1;CID+15901
5C6F E0100; Adobe-Japan1;CID+15903
5C70 E0100; Adobe-Japan1;CID+15905
5C71 E0100; Adobe-Japan1;CID+15907
5C74 E0100; Adobe-Japan1;CID+15913
5C75 E0100; Adobe-Japan1;CID+15914
5C76 E0100; Adobe-Japan1;CID+15915
5C79 E0100; Adobe-Japan1;CID+15919
5C7A E0100; Adobe-Japan1;CID+15922
5C7B E0100; Adobe-Japan1;CID+15925
5C7C E0100; Adobe-Japan1;CID+15928
5C7D E0100; Adobe-Japan1;CID+15931
5C87 E0100; Adobe-Japan1;CID+15946
5C88 E0100; Adobe-Japan1;CID+15948
5C8A E0100; Adobe-Japan1;CID+15954
5C8C E0100; Adobe-Japan1;CID+15959
5C8F E0100; Adobe-Japan1;CID+15964
5C90 E0100; Adobe-Japan1;CID+15967
5C91 E0100; Adobe-Japan1;CID+15970
5C92 E0100; Adobe-Japan1;CID+15973
5C94 E0100; Adobe-Japan1;CID+15978
5C9D E0100; Adobe-Japan1;CID+15989
5C9F E0100; Adobe-Japan1;CID+15992
5CA0 E0100; Adobe-Japan1;CID+15995
5CA1 E0100; Adobe-Japan1;CID+15998
5CA2 E0100; Adobe-Japan1;CID+16000
5CA3 E0100; Adobe-Japan1;CID+16001
5CA6 E0100; Adobe-Japan1;CID+16010
5CA7 E0100; Adobe-Japan1;CID+16012
5CA8 E0100; Adobe-Japan1;CID+16013
5CA9 E0100; Adobe-Japan1;CID+16016
5CAA E0100; Adobe-Japan1;CID+16017
5CAB E0100; Adobe-Japan1;CID+16019
5CAC E0100; Adobe-Japan1;CID+16022
5CAD E0100; Adobe-Japan1;CID+16025
5CB1 E0100; Adobe-Japan1;CID+16035
5CB2 E0100; Adobe-Japan1;CID+16037
5CB3 E0100; Adobe-Japan1;CID+16038
5CB4 E0100; Adobe-Japan1;CID+16040
5CB5 E0100; Adobe-Japan1;CID+16042
5CB6 E0100; Adobe-Japan1;CID+16045
5CB7 E0100; Adobe-Japan1;CID+16048
5CB8 E0100; Adobe-Japan1;CID+16051
5CBA E0100; Adobe-Japan1;CID+16053
5CBB E0100; Adobe-Japan1;CID+16056
5CBC E0100; Adobe-Japan1;CID+16058
5CBE E0100; Adobe-Japan1;CID+16061
5CC5 E0100; Adobe-Japan1;CID+16070
5CC7 E0100; Adobe-Japan1;CID+16074
5CC9 E0100; Adobe-Japan1;CID+16078
5CCB E0100; Adobe-Japan1;CID+16080
5CD0 E0100; Adobe-Japan1;CID+16089
5CD2 E0100; Adobe-Japan1;CID+16094
5CD7 E0100; Adobe-Japan1;CID+16105
5CD9 E0100; Adobe-Japan1;CID+16110
5CDD E0100; Adobe-Japan1;CID+16118
5CE0 E0100; Adobe-Japan1;CID+16122
5CE1 E0100; Adobe-Japan1;CID+16123
5CE6 E0100; Adobe-Japan1;CID+16130
5CE8 E0100; Adobe-Japan1;CID+16133
5CE9 E0100; Adobe-Japan1;CID+16136
5CEA E0100; Adobe-Japan1;CID+16137
5CED E0100; Adobe-Japan1;CID+16143
5CEE E0100; Adobe-Japan1;CID+16147
5CEF E0100; Adobe-Japan1;CID+16150
5CF0 E0100; Adobe-Japan1;CID+16153
5CF1 E0100; Adobe-Japan1;CID+16156
5CF2 E0100; Adobe-Japan1;CID+16159
5CF4 E0100; Adobe-Japan1;CID+16161
5CF5 E0100; Adobe-Japan1;CID+16164
5CF6 E0100; Adobe-Japan1;CID+16167
5CFA E0100; Adobe-Japan1;CID+16174
5CFB E0100; Adobe-Japan1;CID+16176
5CFD E0100; Adobe-Japan1;CID+16182
5D01 E0100; Adobe-Japan1;CID+16189
5D06 E0100; Adobe-Japan1;CID+16195
5D07 E0100; Adobe-Japan1;CID+16198
5D0B E0100; Adobe-Japan1;CID+16204
5D0D E0100; Adobe-Japan1;CID+16208
5D0E E0100; Adobe-Japan1;CID+16211
5D10 E0100; Adobe-Japan1;CID+16216
5D11 E0100; Adobe-Japan1;CID+16219
5D12 E0100; Adobe-Japan1;CID+16222
5D14 E0100; Adobe-Japan1;CID+16225
5D15 E0100; Adobe-Japan1;CID+16227
5D16 E0100; Adobe-Japan1;CID+16230
5D17 E0100; Adobe-Japan1;CID+16231
5D18 E0100; Adobe-Japan1;CID+16233
5D19 E0100; Adobe-Japan1;CID+16236
5D1A E0100; Adobe-Japan1;CID+16238
5D1B E0100; Adobe-Japan1;CID+16242
5D1D E0100; Adobe-Japan1;CID+16246
5D1F E0100; Adobe-Japan1;CID+16252
5D20 E0100; Adobe-Japan1;CID+16254
5D22 E0100; Adobe-Japan1;CID+16258
5D23 E0100; Adobe-Japan1;CID+16261
5D24 E0100; Adobe-Japan1;CID+16264
5D26 E0100; Adobe-Japan1;CID+16270
5D27 E0100; Adobe-Japan1;CID+16274
5D29 E0100; Adobe-Japan1;CID+16279
5D29 E0101; Adobe-Japan1;CID+62253
5D2B E0100; Adobe-Japan1;CID+16281
5D31 E0100; Adobe-Japan1;CID+16290
5D34 E0100; Adobe-Japan1;CID+16296
5D39 E0100; Adobe-Japan1;CID+16306
5D3D E0100; Adobe-Japan1;CID+16314
5D3F E0100; Adobe-Japan1;CID+16317
5D42 E0100; Adobe-Japan1;CID+16324
5D43 E0100; Adobe-Japan1;CID+16325
5D46 E0100; Adobe-Japan1;CID+16330
5D47 E0100; Adobe-Japan1;CID+16333
5D48 E0100; Adobe-Japan1;CID+16335
5D4A E0100; Adobe-Japan1;CID+16340
5D4B E0100; Adobe-Japan1;CID+16343
5D4C E0100; Adobe-Japan1;CID+16346
5D4E E0100; Adobe-Japan1;CID+16349
5D4E E0101; Adobe-Japan1;CID+62254
5D50 E0100; Adobe-Japan1;CID+16353
5D51 E0100; Adobe-Japan1;CID+16355
5D52 E0100; Adobe-Japan1;CID+16359
5D53 E0100; Adobe-Japan1;CID+16361
5D55 E0100; Adobe-Japan1;CID+16364
5D59 E0100; Adobe-Japan1;CID+16372
5D5C E0100; Adobe-Japan1;CID+16375
5D5F E0100; Adobe-Japan1;CID+16380
5D60 E0100; Adobe-Japan1;CID+16382
5D61 E0100; Adobe-Japan1;CID+16384
5D62 E0100; Adobe-Japan1;CID+16386
5D64 E0100; Adobe-Japan1;CID+16391
5D69 E0100; Adobe-Japan1;CID+16401
5D6A E0100; Adobe-Japan1;CID+16403
5D6C E0100; Adobe-Japan1;CID+16407
5D6D E0100; Adobe-Japan1;CID+16410
5D6F E0100; Adobe-Japan1;CID+16413
5D70 E0100; Adobe-Japan1;CID+16416
5D73 E0100; Adobe-Japan1;CID+16425
5D76 E0100; Adobe-Japan1;CID+16430
5D79 E0100; Adobe-Japan1;CID+16435
5D7A E0100; Adobe-Japan1;CID+16438
5D7E E0100; Adobe-Japan1;CID+16447
5D7F E0100; Adobe-Japan1;CID+16449
5D81 E0100; Adobe-Japan1;CID+16452
5D82 E0100; Adobe-Japan1;CID+16456
5D83 E0100; Adobe-Japan1;CID+16459
5D84 E0100; Adobe-Japan1;CID+16460
5D87 E0100; Adobe-Japan1;CID+16467
5D87 E0101; Adobe-Japan1;CID+62255
5D88 E0100; Adobe-Japan1;CID+16470
5D8A E0100; Adobe-Japan1;CID+16474
5D8B E0100; Adobe-Japan1;CID+16476
5D8C E0100; Adobe-Japan1;CID+16479
5D90 E0100; Adobe-Japan1;CID+16484
5D92 E0100; Adobe-Japan1;CID+16486
5D93 E0100; Adobe-Japan1;CID+16490
5D94 E0100; Adobe-Japan1;CID+16493
5D95 E0100; Adobe-Japan1;CID+16495
5D97 E0100; Adobe-Japan1;CID+16499
5D99 E0100; Adobe-Japan1;CID+16503
5D9B E0100; Adobe-Japan1;CID+16508
5D9D E0100; Adobe-Japan1;CID+16513
5D9F E0100; Adobe-Japan1;CID+16518
5DA0 E0100; Adobe-Japan1;CID+16521
5DA2 E0100; Adobe-Japan1;CID+16525
5DA4 E0100; Adobe-Japan1;CID+16529
5DA7 E0100; Adobe-Japan1;CID+16533
5DAB E0100; Adobe-Japan1;CID+16541
5DAC E0100; Adobe-Japan1;CID+16544
5DAE E0100; Adobe-Japan1;CID+16548
5DB0 E0100; Adobe-Japan1;CID+16553
5DB2 E0100; Adobe-Japan1;CID+61866
5DB2 E0101; Adobe-Japan1;CID+16559
5DB4 E0100; Adobe-Japan1;CID+16562
5DB7 E0100; Adobe-Japan1;CID+16570
5DB8 E0100; Adobe-Japan1;CID+16572
5DB9 E0100; Adobe-Japan1;CID+16576
5DBA E0100; Adobe-Japan1;CID+16579
5DBC E0100; Adobe-Japan1;CID+16583
5DBD E0100; Adobe-Japan1;CID+16586
5DC3 E0100; Adobe-Japan1;CID+16596
5DC7 E0100; Adobe-Japan1;CID+16603
5DC9 E0100; Adobe-Japan1;CID+16607
5DC9 E0101; Adobe-Japan1;CID+62256
5DCB E0100; Adobe-Japan1;CID+16611
5DCC E0100; Adobe-Japan1;CID+16613
5DCC E0101; Adobe-Japan1;CID+62257
5DCD E0100; Adobe-Japan1;CID+16615
5DCE E0100; Adobe-Japan1;CID+16618
5DD0 E0100; Adobe-Japan1;CID+16622
5DD1 E0100; Adobe-Japan1;CID+16624
5DD2 E0100; Adobe-Japan1;CID+16627
5DD3 E0100; Adobe-Japan1;CID+16629
5DD3 E0101; Adobe-Japan1;CID+62258
5DD6 E0100; Adobe-Japan1;CID+16634
5DD7 E0100; Adobe-Japan1;CID+16636
5DD8 E0100; Adobe-Japan1;CID+16639
5DD9 E0100; Adobe-Japan1;CID+16642
5DDB E0100; Adobe-Japan1;CID+16645
5DDD E0100; Adobe-Japan1;CID+16647
5DDE E0100; Adobe-Japan1;CID+16648
5DE0 E0100; Adobe-Japan1;CID+16653
5DE1 E0100; Adobe-Japan1;CID+16654
5DE1 E0101; Adobe-Japan1;CID+62259
5DE2 E0100; Adobe-Japan1;CID+16657
5DE3 E0100; Adobe-Japan1;CID+16658
5DE4 E0100; Adobe-Japan1;CID+16659
5DE5 E0100; Adobe-Japan1;CID+16661
5DE5 E0101; Adobe-Japan1;CID+62260
5DE6 E0100; Adobe-Japan1;CID+16662
5DE7 E0100; Adobe-Japan1;CID+16663
5DE8 E0100; Adobe-Japan1;CID+16665
5DE8 E0101; Adobe-Japan1;CID+62261
5DE9 E0100; Adobe-Japan1;CID+16667
5DEB E0100; Adobe-Japan1;CID+16670
5DEE E0100; Adobe-Japan1;CID+16673
5DF1 E0100; Adobe-Japan1;CID+16678
5DF2 E0100; Adobe-Japan1;CID+16679
5DF3 E0100; Adobe-Japan1;CID+16680
5DF4 E0100; Adobe-Japan1;CID+16681
5DF5 E0100; Adobe-Japan1;CID+16682
5DF7 E0100; Adobe-Japan1;CID+61931
5DF7 E0101; Adobe-Japan1;CID+16685
5DF8 E0100; Adobe-Japan1;CID+16686
5DF9 E0100; Adobe-Japan1;CID+16688
5DFB E0100; Adobe-Japan1;CID+16691
5DFD E0100; Adobe-Japan1;CID+61835
5DFD E0101; Adobe-Japan1;CID+16693
5DFE E0100; Adobe-Japan1;CID+16696
5DFF E0100; Adobe-Japan1;CID+16697
5E00 E0100; Adobe-Japan1;CID+16698
5E02 E0100; Adobe-Japan1;CID+16700
5E03 E0100; Adobe-Japan1;CID+16702
5E06 E0100; Adobe-Japan1;CID+16705
5E06 E0101; Adobe-Japan1;CID+62262
5E07 E0100; Adobe-Japan1;CID+16707
5E0B E0100; Adobe-Japan1;CID+16712
5E0C E0100; Adobe-Japan1;CID+16714
5E0D E0100; Adobe-Japan1;CID+16715
5E11 E0100; Adobe-Japan1;CID+16720
5E12 E0100; Adobe-Japan1;CID+16723
5E14 E0100; Adobe-Japan1;CID+16725
5E15 E0100; Adobe-Japan1;CID+16726
5E16 E0100; Adobe-Japan1;CID+16727
5E18 E0100; Adobe-Japan1;CID+16730
5E19 E0100; Adobe-Japan1;CID+16733
5E1A E0100; Adobe-Japan1;CID+16734
5E1B E0100; Adobe-Japan1;CID+16736
5E1D E0100; Adobe-Japan1;CID+16738
5E1D E0101; Adobe-Japan1;CID+62263
5E1F E0100; Adobe-Japan1;CID+16741
5E20 E0100; Adobe-Japan1;CID+16745
5E25 E0100; Adobe-Japan1;CID+16752
5E28 E0100; Adobe-Japan1;CID+16755
5E2B E0100; Adobe-Japan1;CID+16761
5E2D E0100; Adobe-Japan1;CID+16763
5E2E E0100; Adobe-Japan1;CID+16765
5E2F E0100; Adobe-Japan1;CID+16767
5E30 E0100; Adobe-Japan1;CID+16768
5E30 E0101; Adobe-Japan1;CID+62264
5E32 E0100; Adobe-Japan1;CID+16770
5E33 E0100; Adobe-Japan1;CID+16771
5E35 E0100; Adobe-Japan1;CID+16774
5E36 E0100; Adobe-Japan1;CID+16776
5E37 E0100; Adobe-Japan1;CID+16778
5E38 E0100; Adobe-Japan1;CID+16780
5E3D E0100; Adobe-Japan1;CID+16785
5E3D E0101; Adobe-Japan1;CID+62265
5E3E E0100; Adobe-Japan1;CID+16786
5E40 E0100; Adobe-Japan1;CID+16789
5E43 E0100; Adobe-Japan1;CID+16792
5E43 E0101; Adobe-Japan1;CID+62266
5E44 E0100; Adobe-Japan1;CID+16794
5E45 E0100; Adobe-Japan1;CID+16796
5E47 E0100; Adobe-Japan1;CID+16798
5E49 E0100; Adobe-Japan1;CID+16800
5E4B E0100; Adobe-Japan1;CID+16802
5E4C E0100; Adobe-Japan1;CID+16805
5E4E E0100; Adobe-Japan1;CID+16807
5E50 E0100; Adobe-Japan1;CID+16810
5E51 E0100; Adobe-Japan1;CID+16812
5E54 E0100; Adobe-Japan1;CID+16815
5E54 E0101; Adobe-Japan1;CID+62267
5E55 E0100; Adobe-Japan1;CID+16816
5E56 E0100; Adobe-Japan1;CID+16818
5E57 E0100; Adobe-Japan1;CID+16819
5E58 E0100; Adobe-Japan1;CID+16820
5E5B E0100; Adobe-Japan1;CID+16823
5E5C E0100; Adobe-Japan1;CID+16825
5E5E E0100; Adobe-Japan1;CID+16828
5E5F E0100; Adobe-Japan1;CID+16831
5E61 E0100; Adobe-Japan1;CID+16834
5E62 E0100; Adobe-Japan1;CID+16836
5E63 E0100; Adobe-Japan1;CID+16838
5E63 E0101; Adobe-Japan1;CID+62268
5E64 E0100; Adobe-Japan1;CID+16840
5E64 E0101; Adobe-Japan1;CID+62269
5E68 E0100; Adobe-Japan1;CID+16846
5E6A E0100; Adobe-Japan1;CID+16850
5E6B E0100; Adobe-Japan1;CID+16853
5E6C E0100; Adobe-Japan1;CID+16854
5E6D E0100; Adobe-Japan1;CID+16855
5E6E E0100; Adobe-Japan1;CID+16857
5E70 E0100; Adobe-Japan1;CID+16861
5E72 E0100; Adobe-Japan1;CID+16868
5E73 E0100; Adobe-Japan1;CID+16869
5E73 E0101; Adobe-Japan1;CID+62270
5E74 E0100; Adobe-Japan1;CID+16870
5E75 E0100; Adobe-Japan1;CID+16871
5E76 E0100; Adobe-Japan1;CID+16874
5E77 E0100; Adobe-Japan1;CID+16876
5E78 E0100; Adobe-Japan1;CID+16877
5E79 E0100; Adobe-Japan1;CID+16879
5E7A E0100; Adobe-Japan1;CID+16881
5E7B E0100; Adobe-Japan1;CID+16883
5E7C E0100; Adobe-Japan1;CID+16885
5E7D E0100; Adobe-Japan1;CID+16887
5E7E E0100; Adobe-Japan1;CID+16890
5E7E E0101; Adobe-Japan1;CID+62271
5E7F E0100; Adobe-Japan1;CID+16893
5E80 E0100; Adobe-Japan1;CID+16895
5E81 E0100; Adobe-Japan1;CID+16898
5E83 E0100; Adobe-Japan1;CID+16901
5E84 E0100; Adobe-Japan1;CID+16903
5E87 E0100; Adobe-Japan1;CID+16907
5E8A E0100; Adobe-Japan1;CID+16913
5E8B E0100; Adobe-Japan1;CID+16915
5E8E E0100; Adobe-Japan1;CID+16920
5E8F E0100; Adobe-Japan1;CID+16922
5E95 E0100; Adobe-Japan1;CID+16930
5E96 E0100; Adobe-Japan1;CID+61932
5E96 E0101; Adobe-Japan1;CID+16933
5E97 E0100; Adobe-Japan1;CID+16935
5E99 E0100; Adobe-Japan1;CID+16938
5E9A E0100; Adobe-Japan1;CID+16940
5E9C E0100; Adobe-Japan1;CID+16944
5EA0 E0100; Adobe-Japan1;CID+16949
5EA2 E0100; Adobe-Japan1;CID+16952
5EA4 E0100; Adobe-Japan1;CID+16955
5EA5 E0100; Adobe-Japan1;CID+16958
5EA6 E0100; Adobe-Japan1;CID+16960
5EA7 E0100; Adobe-Japan1;CID+16962
5EA7 E0101; Adobe-Japan1;CID+61671
5EA8 E0100; Adobe-Japan1;CID+16964
5EAA E0100; Adobe-Japan1;CID+16968
5EAB E0100; Adobe-Japan1;CID+16970
5EAC E0100; Adobe-Japan1;CID+16972
5EAD E0100; Adobe-Japan1;CID+16975
5EAD E0101; Adobe-Japan1;CID+62272
5EB1 E0100; Adobe-Japan1;CID+16981
5EB3 E0100; Adobe-Japan1;CID+16986
5EB5 E0100; Adobe-Japan1;CID+16989
5EB6 E0100; Adobe-Japan1;CID+16992
5EB7 E0100; Adobe-Japan1;CID+16994
5EB8 E0100; Adobe-Japan1;CID+16997
5EB9 E0100; Adobe-Japan1;CID+17000
5EBD E0100; Adobe-Japan1;CID+17005
5EBE E0100; Adobe-Japan1;CID+17008
5EBF E0100; Adobe-Japan1;CID+17010
5EC1 E0100; Adobe-Japan1;CID+17013
5EC2 E0100; Adobe-Japan1;CID+17015
5EC3 E0100; Adobe-Japan1;CID+17017
5EC6 E0100; Adobe-Japan1;CID+17021
5EC8 E0100; Adobe-Japan1;CID+17025
5EC9 E0100; Adobe-Japan1;CID+58873
5EC9 E0101; Adobe-Japan1;CID+17028
5ECA E0100; Adobe-Japan1;CID+17030
5ECA E0101; Adobe-Japan1;CID+58866
5ECA E0102; Adobe-Japan1;CID+62273
5ECB E0100; Adobe-Japan1;CID+17032
5ECB E0101; Adobe-Japan1;CID+62274
5ECC E0100; Adobe-Japan1;CID+17036
5ECE E0100; Adobe-Japan1;CID+17039
5ECF E0100; Adobe-Japan1;CID+17041
5ECF E0101; Adobe-Japan1;CID+62275
5ED0 E0100; Adobe-Japan1;CID+17043
5ED0 E0101; Adobe-Japan1;CID+62276
5ED1 E0100; Adobe-Japan1;CID+17047
5ED2 E0100; Adobe-Japan1;CID+17049
5ED3 E0100; Adobe-Japan1;CID+17052
5ED4 E0100; Adobe-Japan1;CID+17054
5ED5 E0100; Adobe-Japan1;CID+17058
5ED6 E0100; Adobe-Japan1;CID+17061
5ED9 E0100; Adobe-Japan1;CID+17068
